2019/06/16 22:52:51 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877073" "./SAMEA1877073" "-vv"]
2019/06/16 22:52:51 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 22:52:53 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/16 22:52:53 DEBUG : onedrive-em: Saved new token in config file
2019/06/16 22:52:55 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877073: Modify window is 1s
2019/06/17 02:49:11 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:49:11 INFO  : 
Transferred:   363.661 MBytes (17.479 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       20.8s

2019/06/17 02:49:11 DEBUG : 20 go routines active
2019/06/17 02:49:11 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359867" "./SAMEA3359867" "-vv"]
2019/06/17 02:49:11 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359868" "./SAMEA3359868" "-vv"]
2019/06/17 02:49:11 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:49:12 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359868: Modify window is 1s
2019/06/17 02:49:13 INFO  : snps.bed: Copied (new)
2019/06/17 02:49:13 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:49:16 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:49:16 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:49:17 INFO  : snps.csv: Copied (new)
2019/06/17 02:49:17 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:49:17 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:49:18 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:49:18 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:49:18 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:49:19 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:49:19 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:49:19 INFO  : snps.gff: Copied (new)
2019/06/17 02:49:19 INFO  : snps.log: Copied (new)
2019/06/17 02:49:20 INFO  : snps.html: Copied (new)
2019/06/17 02:49:20 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:49:20 INFO  : snps.txt: Copied (new)
2019/06/17 02:49:20 INFO  : snps.tab: Copied (new)
2019/06/17 02:49:21 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:49:21 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:49:21 INFO  : snps.vcf: Copied (new)
2019/06/17 02:49:22 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:49:22 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:49:22 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:49:23 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:49:23 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:49:25 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:49:25 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359868: Waiting for checks to finish
2019/06/17 02:49:25 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359868: Waiting for transfers to finish
2019/06/17 02:49:25 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:49:25 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:49:25 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:49:25 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:49:26 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:49:27 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:49:27 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:49:59 INFO  : snps.bam: Copied (new)
2019/06/17 02:49:59 INFO  : 
Transferred:   365.401 MBytes (7.577 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       48.2s

2019/06/17 02:49:59 DEBUG : 21 go routines active
2019/06/17 02:49:59 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359868" "./SAMEA3359868" "-vv"]
2019/06/17 02:49:59 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359869" "./SAMEA3359869" "-vv"]
2019/06/17 02:49:59 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:50:00 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359869: Modify window is 1s
2019/06/17 02:50:01 INFO  : snps.bed: Copied (new)
2019/06/17 02:50:01 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:50:04 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:50:04 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:50:05 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:50:05 INFO  : snps.csv: Copied (new)
2019/06/17 02:50:05 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:50:06 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:50:06 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:50:06 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:06 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:50:07 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:50:07 INFO  : snps.gff: Copied (new)
2019/06/17 02:50:08 INFO  : snps.html: Copied (new)
2019/06/17 02:50:08 INFO  : snps.log: Copied (new)
2019/06/17 02:50:08 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:50:08 INFO  : snps.txt: Copied (new)
2019/06/17 02:50:09 INFO  : snps.tab: Copied (new)
2019/06/17 02:50:09 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:50:09 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:09 INFO  : snps.vcf: Copied (new)
2019/06/17 02:50:10 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:50:10 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:50:11 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:50:11 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:50:13 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:50:13 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:50:13 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359869: Waiting for checks to finish
2019/06/17 02:50:13 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359869: Waiting for transfers to finish
2019/06/17 02:50:13 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:50:13 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:50:13 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:50:14 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:50:15 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:50:15 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:50:16 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:50:19 INFO  : snps.bam: Copied (new)
2019/06/17 02:50:19 INFO  : 
Transferred:   377.609 MBytes (19.083 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       19.7s

2019/06/17 02:50:19 DEBUG : 21 go routines active
2019/06/17 02:50:19 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359869" "./SAMEA3359869" "-vv"]
2019/06/17 02:50:19 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359870" "./SAMEA3359870" "-vv"]
2019/06/17 02:50:19 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:50:20 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359870: Modify window is 1s
2019/06/17 02:50:21 INFO  : snps.bed: Copied (new)
2019/06/17 02:50:22 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:50:22 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:50:23 INFO  : snps.csv: Copied (new)
2019/06/17 02:50:24 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:50:24 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:50:24 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:50:24 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:50:25 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:50:25 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:25 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:50:26 INFO  : snps.gff: Copied (new)
2019/06/17 02:50:26 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:50:26 INFO  : snps.html: Copied (new)
2019/06/17 02:50:26 INFO  : snps.log: Copied (new)
2019/06/17 02:50:27 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:50:27 INFO  : snps.tab: Copied (new)
2019/06/17 02:50:27 INFO  : snps.txt: Copied (new)
2019/06/17 02:50:27 INFO  : snps.vcf: Copied (new)
2019/06/17 02:50:27 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:50:28 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:28 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:50:28 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:50:29 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:50:30 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:50:30 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:50:30 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:50:30 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359870: Waiting for checks to finish
2019/06/17 02:50:30 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359870: Waiting for transfers to finish
2019/06/17 02:50:30 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:50:31 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:50:31 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:50:31 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:50:32 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:50:32 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:50:33 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:50:42 INFO  : snps.bam: Copied (new)
2019/06/17 02:50:42 INFO  : 
Transferred:   576.341 MBytes (24.433 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       23.5s

2019/06/17 02:50:42 DEBUG : 20 go routines active
2019/06/17 02:50:42 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359870" "./SAMEA3359870" "-vv"]
2019/06/17 02:50:42 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359871" "./SAMEA3359871" "-vv"]
2019/06/17 02:50:42 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:50:48 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359871: Modify window is 1s
2019/06/17 02:50:49 INFO  : snps.bed: Copied (new)
2019/06/17 02:50:49 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:50:51 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:50:51 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:50:51 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:50:52 INFO  : snps.csv: Copied (new)
2019/06/17 02:50:52 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:50:53 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:50:53 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:50:53 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:53 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:50:54 INFO  : snps.gff: Copied (new)
2019/06/17 02:50:54 INFO  : snps.html: Copied (new)
2019/06/17 02:50:55 INFO  : snps.log: Copied (new)
2019/06/17 02:50:55 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:50:55 INFO  : snps.tab: Copied (new)
2019/06/17 02:50:56 INFO  : snps.txt: Copied (new)
2019/06/17 02:50:56 INFO  : snps.vcf: Copied (new)
2019/06/17 02:50:56 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:50:57 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:50:57 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:50:57 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:50:57 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:50:58 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:50:59 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:50:59 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:50:59 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:50:59 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359871: Waiting for checks to finish
2019/06/17 02:50:59 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359871: Waiting for transfers to finish
2019/06/17 02:51:00 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:51:00 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:51:01 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:51:01 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:51:02 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:51:02 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:51:02 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:51:03 INFO  : snps.bam: Copied (new)
2019/06/17 02:51:03 INFO  : 
Transferred:   367.844 MBytes (18.106 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       20.3s

2019/06/17 02:51:03 DEBUG : 21 go routines active
2019/06/17 02:51:03 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359871" "./SAMEA3359871" "-vv"]
2019/06/17 02:51:03 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359872" "./SAMEA3359872" "-vv"]
2019/06/17 02:51:03 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:51:05 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359872: Modify window is 1s
2019/06/17 02:51:06 INFO  : snps.bed: Copied (new)
2019/06/17 02:51:06 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:51:08 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:51:09 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:51:09 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:51:09 INFO  : snps.csv: Copied (new)
2019/06/17 02:51:10 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:51:10 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:51:10 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:51:10 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:11 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:51:11 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:51:11 INFO  : snps.gff: Copied (new)
2019/06/17 02:51:12 INFO  : snps.log: Copied (new)
2019/06/17 02:51:12 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:51:13 INFO  : snps.txt: Copied (new)
2019/06/17 02:51:13 INFO  : snps.tab: Copied (new)
2019/06/17 02:51:13 INFO  : snps.html: Copied (new)
2019/06/17 02:51:13 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:51:14 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:14 INFO  : snps.vcf: Copied (new)
2019/06/17 02:51:14 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:51:14 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:51:15 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:51:16 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:51:17 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:51:17 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:51:17 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359872: Waiting for checks to finish
2019/06/17 02:51:17 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359872: Waiting for transfers to finish
2019/06/17 02:51:18 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:51:18 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:51:18 INFO  : snps.bam: Copied (new)
2019/06/17 02:51:18 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:51:19 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:51:19 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:51:19 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:51:21 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:51:21 INFO  : 
Transferred:   371.413 MBytes (20.486 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       18.1s

2019/06/17 02:51:21 DEBUG : 20 go routines active
2019/06/17 02:51:21 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359872" "./SAMEA3359872" "-vv"]
2019/06/17 02:51:21 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359873" "./SAMEA3359873" "-vv"]
2019/06/17 02:51:21 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:51:22 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359873: Modify window is 1s
2019/06/17 02:51:23 INFO  : snps.bed: Copied (new)
2019/06/17 02:51:23 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:51:24 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:51:24 INFO  : snps.csv: Copied (new)
2019/06/17 02:51:26 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:51:27 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:51:27 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:51:27 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:51:27 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:51:28 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:28 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:51:28 INFO  : snps.gff: Copied (new)
2019/06/17 02:51:28 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:51:29 INFO  : snps.html: Copied (new)
2019/06/17 02:51:29 INFO  : snps.log: Copied (new)
2019/06/17 02:51:29 INFO  : snps.tab: Copied (new)
2019/06/17 02:51:29 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:51:30 INFO  : snps.txt: Copied (new)
2019/06/17 02:51:30 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:51:30 INFO  : snps.vcf: Copied (new)
2019/06/17 02:51:30 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:31 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:51:31 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:51:31 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:51:32 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:51:32 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:51:33 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:51:33 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359873: Waiting for checks to finish
2019/06/17 02:51:33 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359873: Waiting for transfers to finish
2019/06/17 02:51:33 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:51:33 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:51:34 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:51:34 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:51:35 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:51:35 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:51:36 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:51:48 INFO  : snps.bam: Copied (new)
2019/06/17 02:51:48 INFO  : 
Transferred:   562.928 MBytes (20.925 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       26.9s

2019/06/17 02:51:48 DEBUG : 19 go routines active
2019/06/17 02:51:48 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359873" "./SAMEA3359873" "-vv"]
2019/06/17 02:51:48 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359874" "./SAMEA3359874" "-vv"]
2019/06/17 02:51:48 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:51:49 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359874: Modify window is 1s
2019/06/17 02:51:50 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:51:50 INFO  : snps.bed: Copied (new)
2019/06/17 02:51:52 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:51:53 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:51:53 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:51:53 INFO  : snps.csv: Copied (new)
2019/06/17 02:51:54 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:51:54 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:51:54 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:51:55 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:55 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:51:56 INFO  : snps.gff: Copied (new)
2019/06/17 02:51:56 INFO  : snps.html: Copied (new)
2019/06/17 02:51:56 INFO  : snps.log: Copied (new)
2019/06/17 02:51:57 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:51:57 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:51:57 INFO  : snps.tab: Copied (new)
2019/06/17 02:51:57 INFO  : snps.txt: Copied (new)
2019/06/17 02:51:58 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:51:58 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:51:58 INFO  : snps.vcf: Copied (new)
2019/06/17 02:51:59 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/17 02:51:59 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/17 02:52:00 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/17 02:52:00 INFO  : reference/ref.fa: Copied (new)
2019/06/17 02:52:01 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/17 02:52:01 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/17 02:52:01 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359874: Waiting for checks to finish
2019/06/17 02:52:01 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359874: Waiting for transfers to finish
2019/06/17 02:52:02 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/17 02:52:02 INFO  : reference/ref.txt: Copied (new)
2019/06/17 02:52:02 INFO  : reference/ref.gff: Copied (new)
2019/06/17 02:52:02 INFO  : reference/snpeff.config: Copied (new)
2019/06/17 02:52:03 INFO  : snps.bam: Copied (new)
2019/06/17 02:52:04 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/17 02:52:05 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/17 02:52:05 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/17 02:52:05 INFO  : 
Transferred:   363.438 MBytes (21.017 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       17.2s

2019/06/17 02:52:05 DEBUG : 20 go routines active
2019/06/17 02:52:05 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359874" "./SAMEA3359874" "-vv"]
2019/06/17 02:52:05 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA3359875" "./SAMEA3359875" "-vv"]
2019/06/17 02:52:05 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/17 02:52:07 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA3359875: Modify window is 1s
2019/06/17 02:52:08 INFO  : snps.bed: Copied (new)
2019/06/17 02:52:08 INFO  : snps.bam.bai: Copied (new)
2019/06/17 02:52:10 INFO  : snps.consensus.fa: Copied (new)
2019/06/17 02:52:10 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/17 02:52:10 INFO  : snps.aligned.fa: Copied (new)
2019/06/17 02:52:11 INFO  : snps.csv: Copied (new)
2019/06/17 02:52:11 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/17 02:52:12 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/17 02:52:12 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/17 02:52:12 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/17 02:52:13 INFO  : snps.filt.vcf: Copied (new)
2019/06/17 02:52:13 INFO  : snps.gff: Copied (new)
2019/06/17 02:52:13 INFO  : snps.html: Copied (new)
2019/06/17 02:52:14 INFO  : snps.depth.gz: Copied (new)
2019/06/17 02:52:14 INFO  : snps.log: Copied (new)
2019/06/17 02:52:14 INFO  : snps.raw.vcf: Copied (new)
2019/06/17 02:52:14 INFO  : snps.txt: Copied (new)
2019/06/17 02:52:15 INFO  : snps.tab: Copied (new)
2019/06/17 02:52:15 INFO  : snps.vcf.gz: Copied (new)
2019/06/17 02:52:15 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/17 02:52:15 INFO  : snps.vcf: Copied (new)
2019/06/17 02:52:16 INFO  : reference/ref.fa.amb: Copied (new)
